tweets,class,label
"Getting emotional at work is always GREAT & makes you feel like a woman, not a ""girl."" 👍👎",figurative,1
Was asked to give a speech tonight post-drama production. Forgot all my lines,figurative,1
Can't find my where's wally costume. Am looking everywhere for it,figurative,1
"But these weren't missteps! They were blatant baiting w pure bias, exactly what you rail Simmons for!",figurative,1
I guess is back to doing annual 706 inquiries annually! Can't wait to fail again.,figurative,1
Super pleased to be sat in 1 of 3 massive traffic jams caused by so some horses can run across 15 feet of road,figurative,1
"And the connection... WHAT a connection, awesome!",figurative,1
Perks of being a Resident assistant,figurative,1
People have noticed my hair cut but not the fact that I have new glasses.,figurative,1
Jeremy Corbyn: rich people are happy to pay more tax,figurative,1
Funny thing i have the night to myself and the only thing im thinking is what time do i go to sleep,figurative,1
Went to buy liquid chlorophyll from the health store & it had 2 parabens listed as ingredients...,figurative,1
How is Jeb blaming Obama and Clinton for the economy.,figurative,1
scrolls across the screen and it goes to a Straight Outta Compton commercial...,figurative,1
Wow. Harper quoting StatisticsCanada,figurative,1
no bubble here at all. New normal.,figurative,1
Your dad was a mailman so you understand people across the country? How? Did you read their mail?,figurative,1
There's a guy named Rodney at my work who recovering from a leg surgery where they had to legitimately put a Rod in his Knee lol,figurative,1
I'm fluent in 3 languages and …,figurative,1
"(or ) is going after instead of Jeb Bush, when Jeb purged up to 90k black votes in 2000.",figurative,1
Why is the 'fear of long words' called hippopotomonstrosesquippedaliophobia?,figurative,1
Because we have such a problem in Canada with fake voters. Sooooo many voters just trying to fraud.,figurative,1
he's too good for us now,figurative,1
Funny that this comes out the same week they shitcan the bike lane on Cleveland.,figurative,1
Penske has two cars this weekend. Sure glad neither one will have Ryan Blaney in it.,figurative,1
Dear Today- I'm issuing you a challenge when I say 'today could not get any better'. Take me up on it.,figurative,1
Desperately seeking it,figurative,1
I tried to tweet about 's bad wifi but the tweet failed because of how bad the wifi was,figurative,1
"On the way to the Dublin Horse show,ohhh what joy!! 🏇🏇🏇 😡😡😡🔫🔫🔫",figurative,1
My time hop told me that grease was on a year ago... I was wanting to watch it yesterday... 😂,figurative,1
Perfect. . .,figurative,1
"I have news. My last day at is Jan. 19, 2017. I've accepted offer to be 's press secretary.",figurative,1
. or when he has his way w/ . : | via @,figurative,1
". I reply to collaboration.com & get ""Account Unknown"" or",figurative,1
Yes because he can relate to the middle class! Man of the people! You have more credibility to be the Lib leader sir!,figurative,1
Remind me again which part of Liverpool do u live in?? U only followed Thomson the back of their euro heyday 80s,figurative,1
Never thought I'd see the day when and would be trending topics on Twitter at the same time.,figurative,1
pissed that I had to park so far away from the entrance to the gym.,figurative,1
Just had to break up a cat fight. Having four cats is hell-a fun!,figurative,1
Don't you just love internet trolls?,figurative,1
"""The first lawn sign I've seen is a plastic sign for the Green Party"" - on and",figurative,1
looked like a fish out if water tonight.,figurative,1
No better sound than listening to your dog snoring,figurative,1
I guess that proves it then. Black folks have no cause for complaint.,figurative,1
Oh goody they're gonna talk about . That oughta be calm and reasonable.,figurative,1
Idk why but I am breaking out in zits. Just so you know teens! are for adults too. is that I had pretty good skin as a teen...,figurative,1
Because they are just misunderstood troubled individuals,figurative,1
cant wait to see at open house today so we can revive our great friendship!,figurative,1
Brandon Jennings worried about meek but they'rein the same position,figurative,1
When I see someone driving a PT Cruiser with flames on it I just think whoa that guy is badass...,figurative,1
Don't you just love two faced people??,figurative,1
spelled with an e because he wanted to kill all the .,figurative,1
"Yeah, I totally haven't been listening to podcasts and play ing pokemon tcg online all day. XD",figurative,1
"let's all CLAP AND CHEER because you would accept your daughter for who she is, no matter what their sexuality is",figurative,1
parking attendant blocking pedestrian traffic,figurative,1
"😂😂😂 ""conservative"" who thinks Trump is rude : does your men put a paper bag over your head while they FUCK YOU",figurative,1
Saturday night by yourself are the best,figurative,1
Such a class act!,figurative,1
Insulin is a GMO,figurative,1
"Anti-porn ""activists"" don't understand that the more they vilify & attempt to regulate my profession the more profitable it becomes.",figurative,1
I tweeted a funny remark about computer viruses and then this happened,figurative,1
SpaghettiKing: .donlemon No 1 sees where tables turned on Trump & he becomes 1 Prez-hopeful among many Greater irony he …,figurative,1
"since white Americans did it, ipso facto a priori it can't be terrorism",figurative,1
Good to see Nathan Stanley still doing Nathan Stanley things,figurative,1
I know we should keep it quiet and nominate him & then let the Dems hit him with all his baggage,figurative,1
Kicks of the day,figurative,1
I’m back to testing Twitter —&gt; Facebook integration. Yay!,figurative,1
I'm utterly baffled as to how Arsenal let this game go given the monstrous summer transfer season they've had.,figurative,1
YEP! Agreed. hate you …,figurative,1
one can't blame govt n govt organization only. Grow up ppl. Dnt throw kuda everywhere.,figurative,1
why do I feel this has some secret hidden meaning and it's a point directed at me :p,figurative,1
The fact that surgery was the one that made my shoulder worse just makes this day even better,figurative,1
"IFunny . = Natl Soc Amer Worker's Party, and the OTHER Nat Socs Hated The Kike Brothers",figurative,1
"I need a zen moment, where are my butcher knives and clogs.",figurative,1
"Oh, the and the of ! and deserve so much better, especially in Story",figurative,1
As an engineer responsible for I shouldn't think this is funny but I can't help myself!,figurative,1
"=&gt; display how a few ""black lives"" destroy the lives of many blacks.",figurative,1
"and THAT, Alanis, is",figurative,1
"I am told w/in 5 mins via email that ""it takes approximately 3-5 business days to become approved"" for registration on a website.",figurative,1
I love summer 2015,figurative,1
Your really got me by throwing gum on my car haha let me go cry myself to sleep,figurative,1
Teaching mother tongue to a kid...,figurative,1
"icona pop basically called us out on being too quiet saying ""you might have been one of the loudest crowds yet"" lol",figurative,1
Dinner? 🐋🐢✌✌👏👸👏👩🏡🏡👉😵👣👣🍣🍲🍞🍩🍮🍧🍩🍩🍩🍩👈😼😼 from the sarcastic cats ✌👸✌👩,figurative,1
"so, no halftime show tonight? Didn't see that coming.",figurative,1
"Yeah please try to be a little more tolerant of Islam's beheadings,FGM,honor killings and jihad. I'm super cereal!",figurative,1
This must be a tongue in cheek comment. from Connie Mack.,figurative,1
I'm fucking shocked!,figurative,1
This reminds me of something,figurative,1
"What, people turn 24 ? I didn't know that!! I turned 24 in May..",figurative,1
Another nice example of post-racism America.,figurative,1
"The Owl City ""Fireflies"" song is currently getting us pumped for the first pitch. Ooookay.",figurative,1
I just loooooove being told to lower my standards.,figurative,1
doesn't she realize she only has a job because she's pretty? Not journalistic integrity? Oh the,figurative,1
